amt;themen_codes;themen;titel;beschreibung;formate;aktualisiert;url;slug;amt_id
Amt für Statistik und Stadtforschung, Landeshauptstadt Wiesbaden;SOCI;Bevölkerung und Gesellschaft;Ergebnis zu den Ortsbeiratswahlen in Wiesbaden Nordenstadt - 2021 und 2026;Bestandteil der Wahlanalyse zur Kommunalwahl 2026 der Landeshauptstadt Wiesbaden;CSV, HTML;2026-04-20;https://opendata.cloud.wiesbaden.de/app/data-catalog/ca7385e7-caae-4540-a5c2-472549d1e05a;ca7385e7-caae-4540-a5c2-472549d1e05a;12_statistik_stadtforschung_lhw
Amt für Statistik und Stadtforschung, Landeshauptstadt Wiesbaden;SOCI;Bevölkerung und Gesellschaft;Ergebnis zu den Ortsbeiratswahlen in Wiesbaden Nordost - 2021 und 2026;Bestandteil der Wahlanalyse zur Kommunalwahl 2026 der Landeshauptstadt Wiesbaden;CSV, HTML;2026-04-20;https://opendata.cloud.wiesbaden.de/app/data-catalog/e664abda-0893-44d2-aeec-9b672b1e5f6d;e664abda-0893-44d2-aeec-9b672b1e5f6d;12_statistik_stadtforschung_lhw
Amt für Statistik und Stadtforschung, Landeshauptstadt Wiesbaden;SOCI;Bevölkerung und Gesellschaft;Ergebnis zu den Ortsbeiratswahlen in Wiesbaden Rambach - 2021 und 2026;Bestandteil der Wahlanalyse zur Kommunalwahl 2026 der Landeshauptstadt Wiesbaden;CSV, HTML;2026-04-20;https://opendata.cloud.wiesbaden.de/app/data-catalog/8992353f-87f0-4eca-a042-137e0d61a23b;8992353f-87f0-4eca-a042-137e0d61a23b;12_statistik_stadtforschung_lhw
Amt für Statistik und Stadtforschung, Landeshauptstadt Wiesbaden;SOCI;Bevölkerung und Gesellschaft;Ergebnis zu den Ortsbeiratswahlen in Wiesbaden Rheingauviertel, Hollerborn - 2021 und 2026;Bestandteil der Wahlanalyse zur Kommunalwahl 2026 der Landeshauptstadt Wiesbaden;CSV, HTML;2026-04-20;https://opendata.cloud.wiesbaden.de/app/data-catalog/dcb8054a-d839-49de-8230-2b8497f5a7ba;dcb8054a-d839-49de-8230-2b8497f5a7ba;12_statistik_stadtforschung_lhw
Amt für Statistik und Stadtforschung, Landeshauptstadt Wiesbaden;SOCI;Bevölkerung und Gesellschaft;Ergebnis zu den Ortsbeiratswahlen in Wiesbaden Schierstein - 2021 und 2026;Bestandteil der Wahlanalyse zur Kommunalwahl 2026 der Landeshauptstadt Wiesbaden;CSV, HTML;2026-04-20;https://opendata.cloud.wiesbaden.de/app/data-catalog/8543fb25-9e67-43c3-944c-bb60c6c9c6bb;8543fb25-9e67-43c3-944c-bb60c6c9c6bb;12_statistik_stadtforschung_lhw
Amt für Statistik und Stadtforschung, Landeshauptstadt Wiesbaden;SOCI;Bevölkerung und Gesellschaft;Ergebnis zu den Ortsbeiratswahlen in Wiesbaden Sonnenberg - 2021 und 2026;Bestandteil der Wahlanalyse zur Kommunalwahl 2026 der Landeshauptstadt Wiesbaden;CSV, HTML;2026-04-20;https://opendata.cloud.wiesbaden.de/app/data-catalog/cddc3c46-d376-4241-bc7a-0221d685bffc;cddc3c46-d376-4241-bc7a-0221d685bffc;12_statistik_stadtforschung_lhw
Amt für Statistik und Stadtforschung, Landeshauptstadt Wiesbaden;SOCI;Bevölkerung und Gesellschaft;Ergebnis zu den Ortsbeiratswahlen in Wiesbaden Südost - 2021 und 2026;Bestandteil der Wahlanalyse zur Kommunalwahl 2026 der Landeshauptstadt Wiesbaden;CSV, HTML;2026-04-20;https://opendata.cloud.wiesbaden.de/app/data-catalog/d4ae8498-a808-4103-99ec-b0b45a1648f3;d4ae8498-a808-4103-99ec-b0b45a1648f3;12_statistik_stadtforschung_lhw
Amt für Statistik und Stadtforschung, Landeshauptstadt Wiesbaden;SOCI;Bevölkerung und Gesellschaft;Ergebnis zu den Ortsbeiratswahlen in Wiesbaden Westend, Bleichstraße - 2021 und 2026;Bestandteil der Wahlanalyse zur Kommunalwahl 2026 der Landeshauptstadt Wiesbaden;CSV, HTML;2026-04-20;https://opendata.cloud.wiesbaden.de/app/data-catalog/80bc160b-29d0-4f45-8ca6-9edea4ad9216;80bc160b-29d0-4f45-8ca6-9edea4ad9216;12_statistik_stadtforschung_lhw
Amt für Statistik und Stadtforschung, Landeshauptstadt Wiesbaden;SOCI;Bevölkerung und Gesellschaft;Ergebnis zur Stadtverordnetenwahl in Wiesbaden - 2021 und 2026;Bestandteil der Wahlanalyse zur Kommunalwahl 2026 der Landeshauptstadt Wiesbaden;CSV, HTML;2026-04-20;https://opendata.cloud.wiesbaden.de/app/data-catalog/bf1812f6-1e21-4051-af7d-e3481d306b4b;bf1812f6-1e21-4051-af7d-e3481d306b4b;12_statistik_stadtforschung_lhw
Amt für Statistik und Stadtforschung, Landeshauptstadt Wiesbaden;SOCI;Bevölkerung und Gesellschaft;Gewählte Kandidierende nach Wahlvorschlägen und Stimmen zu den Ortsbeiratswahlen in Wiesbaden Amöneburg - 2026;Bestandteil der Wahlanalyse zur Kommunalwahl 2026 der Landeshauptstadt Wiesbaden;CSV, HTML;2026-04-20;https://opendata.cloud.wiesbaden.de/app/data-catalog/3396d1cc-0d37-4cb8-a399-7c3f505b8a9d;3396d1cc-0d37-4cb8-a399-7c3f505b8a9d;12_statistik_stadtforschung_lhw
Amt für Statistik und Stadtforschung, Landeshauptstadt Wiesbaden;SOCI;Bevölkerung und Gesellschaft;Gewählte Kandidierende nach Wahlvorschlägen und Stimmen zu den Ortsbeiratswahlen in Wiesbaden Auringen - 2026;Bestandteil der Wahlanalyse zur Kommunalwahl 2026 der Landeshauptstadt Wiesbaden;CSV, HTML;2026-04-20;https://opendata.cloud.wiesbaden.de/app/data-catalog/97135ef1-ddfe-4219-9f60-90cd58aa975f;97135ef1-ddfe-4219-9f60-90cd58aa975f;12_statistik_stadtforschung_lhw
Amt für Statistik und Stadtforschung, Landeshauptstadt Wiesbaden;SOCI;Bevölkerung und Gesellschaft;Gewählte Kandidierende nach Wahlvorschlägen und Stimmen zu den Ortsbeiratswahlen in Wiesbaden Biebrich - 2026;Bestandteil der Wahlanalyse zur Kommunalwahl 2026 der Landeshauptstadt Wiesbaden;CSV, HTML;2026-04-20;https://opendata.cloud.wiesbaden.de/app/data-catalog/4617fbcd-91a3-488e-a92b-8422eccb97ac;4617fbcd-91a3-488e-a92b-8422eccb97ac;12_statistik_stadtforschung_lhw
Amt für Statistik und Stadtforschung, Landeshauptstadt Wiesbaden;SOCI;Bevölkerung und Gesellschaft;Gewählte Kandidierende nach Wahlvorschlägen und Stimmen zu den Ortsbeiratswahlen in Wiesbaden Bierstadt - 2026;Bestandteil der Wahlanalyse zur Kommunalwahl 2026 der Landeshauptstadt Wiesbaden;CSV, HTML;2026-04-20;https://opendata.cloud.wiesbaden.de/app/data-catalog/41f4372b-9fa9-43fd-9724-01f26a2c3535;41f4372b-9fa9-43fd-9724-01f26a2c3535;12_statistik_stadtforschung_lhw
Amt für Statistik und Stadtforschung, Landeshauptstadt Wiesbaden;SOCI;Bevölkerung und Gesellschaft;Gewählte Kandidierende nach Wahlvorschlägen und Stimmen zu den Ortsbeiratswahlen in Wiesbaden Breckenheim - 2026;Bestandteil der Wahlanalyse zur Kommunalwahl 2026 der Landeshauptstadt Wiesbaden;CSV, HTML;2026-04-20;https://opendata.cloud.wiesbaden.de/app/data-catalog/047a7652-e254-4a28-86eb-2ff76d1b2781;047a7652-e254-4a28-86eb-2ff76d1b2781;12_statistik_stadtforschung_lhw
Amt für Statistik und Stadtforschung, Landeshauptstadt Wiesbaden;SOCI;Bevölkerung und Gesellschaft;Gewählte Kandidierende nach Wahlvorschlägen und Stimmen zu den Ortsbeiratswahlen in Wiesbaden Delkenheim - 2026;Bestandteil der Wahlanalyse zur Kommunalwahl 2026 der Landeshauptstadt Wiesbaden;CSV, HTML;2026-04-20;https://opendata.cloud.wiesbaden.de/app/data-catalog/6760b628-3985-4191-b604-d636f9d2c273;6760b628-3985-4191-b604-d636f9d2c273;12_statistik_stadtforschung_lhw
Amt für Statistik und Stadtforschung, Landeshauptstadt Wiesbaden;SOCI;Bevölkerung und Gesellschaft;Gewählte Kandidierende nach Wahlvorschlägen und Stimmen zu den Ortsbeiratswahlen in Wiesbaden Dotzheim - 2026;Bestandteil der Wahlanalyse zur Kommunalwahl 2026 der Landeshauptstadt Wiesbaden;CSV, HTML;2026-04-20;https://opendata.cloud.wiesbaden.de/app/data-catalog/0e1e171d-18a3-447f-858c-38cc43234ed8;0e1e171d-18a3-447f-858c-38cc43234ed8;12_statistik_stadtforschung_lhw
Amt für Statistik und Stadtforschung, Landeshauptstadt Wiesbaden;SOCI;Bevölkerung und Gesellschaft;Gewählte Kandidierende nach Wahlvorschlägen und Stimmen zu den Ortsbeiratswahlen in Wiesbaden Erbenheim - 2026;Bestandteil der Wahlanalyse zur Kommunalwahl 2026 der Landeshauptstadt Wiesbaden;CSV, HTML;2026-04-20;https://opendata.cloud.wiesbaden.de/app/data-catalog/7ed37516-8a45-46d7-b75e-d7003e1c8bd4;7ed37516-8a45-46d7-b75e-d7003e1c8bd4;12_statistik_stadtforschung_lhw
Amt für Statistik und Stadtforschung, Landeshauptstadt Wiesbaden;SOCI;Bevölkerung und Gesellschaft;Gewählte Kandidierende nach Wahlvorschlägen und Stimmen zu den Ortsbeiratswahlen in Wiesbaden Frauenstein - 2026;Bestandteil der Wahlanalyse zur Kommunalwahl 2026 der Landeshauptstadt Wiesbaden;CSV, HTML;2026-04-20;https://opendata.cloud.wiesbaden.de/app/data-catalog/3248cdf2-e675-4b02-aa2f-973ee5e9a728;3248cdf2-e675-4b02-aa2f-973ee5e9a728;12_statistik_stadtforschung_lhw
Amt für Statistik und Stadtforschung, Landeshauptstadt Wiesbaden;SOCI;Bevölkerung und Gesellschaft;Gewählte Kandidierende nach Wahlvorschlägen und Stimmen zu den Ortsbeiratswahlen in Wiesbaden Heßloch - 2026;Bestandteil der Wahlanalyse zur Kommunalwahl 2026 der Landeshauptstadt Wiesbaden;CSV, HTML;2026-04-20;https://opendata.cloud.wiesbaden.de/app/data-catalog/60085cee-de3b-4849-a1dd-cd932ddc3ef5;60085cee-de3b-4849-a1dd-cd932ddc3ef5;12_statistik_stadtforschung_lhw
Amt für Statistik und Stadtforschung, Landeshauptstadt Wiesbaden;SOCI;Bevölkerung und Gesellschaft;Gewählte Kandidierende nach Wahlvorschlägen und Stimmen zu den Ortsbeiratswahlen in Wiesbaden Igstadt - 2026;Bestandteil der Wahlanalyse zur Kommunalwahl 2026 der Landeshauptstadt Wiesbaden;CSV, HTML;2026-04-20;https://opendata.cloud.wiesbaden.de/app/data-catalog/9899c0b3-2308-4c00-8b92-c437f3421906;9899c0b3-2308-4c00-8b92-c437f3421906;12_statistik_stadtforschung_lhw
Amt für Statistik und Stadtforschung, Landeshauptstadt Wiesbaden;SOCI;Bevölkerung und Gesellschaft;Gewählte Kandidierende nach Wahlvorschlägen und Stimmen zu den Ortsbeiratswahlen in Wiesbaden Kastel - 2026;Bestandteil der Wahlanalyse zur Kommunalwahl 2026 der Landeshauptstadt Wiesbaden;CSV, HTML;2026-04-20;https://opendata.cloud.wiesbaden.de/app/data-catalog/eb8a9929-bddd-4dce-b046-cd4be3629df0;eb8a9929-bddd-4dce-b046-cd4be3629df0;12_statistik_stadtforschung_lhw
Amt für Statistik und Stadtforschung, Landeshauptstadt Wiesbaden;SOCI;Bevölkerung und Gesellschaft;Gewählte Kandidierende nach Wahlvorschlägen und Stimmen zu den Ortsbeiratswahlen in Wiesbaden Klarenthal - 2026;Bestandteil der Wahlanalyse zur Kommunalwahl 2026 der Landeshauptstadt Wiesbaden;CSV, HTML;2026-04-20;https://opendata.cloud.wiesbaden.de/app/data-catalog/5e6c0b1d-b535-4599-90bf-2f061c65c0ab;5e6c0b1d-b535-4599-90bf-2f061c65c0ab;12_statistik_stadtforschung_lhw
Amt für Statistik und Stadtforschung, Landeshauptstadt Wiesbaden;SOCI;Bevölkerung und Gesellschaft;Gewählte Kandidierende nach Wahlvorschlägen und Stimmen zu den Ortsbeiratswahlen in Wiesbaden Kloppenheim - 2026;Bestandteil der Wahlanalyse zur Kommunalwahl 2026 der Landeshauptstadt Wiesbaden;CSV, HTML;2026-04-20;https://opendata.cloud.wiesbaden.de/app/data-catalog/2825bae9-5817-4acf-b923-4e7a1e153c53;2825bae9-5817-4acf-b923-4e7a1e153c53;12_statistik_stadtforschung_lhw
Amt für Statistik und Stadtforschung, Landeshauptstadt Wiesbaden;SOCI;Bevölkerung und Gesellschaft;Gewählte Kandidierende nach Wahlvorschlägen und Stimmen zu den Ortsbeiratswahlen in Wiesbaden Kostheim - 2026;Bestandteil der Wahlanalyse zur Kommunalwahl 2026 der Landeshauptstadt Wiesbaden;CSV, HTML;2026-04-20;https://opendata.cloud.wiesbaden.de/app/data-catalog/50657890-6db3-42f5-84a9-0cacf84264cb;50657890-6db3-42f5-84a9-0cacf84264cb;12_statistik_stadtforschung_lhw
Amt für Statistik und Stadtforschung, Landeshauptstadt Wiesbaden;SOCI;Bevölkerung und Gesellschaft;Gewählte Kandidierende nach Wahlvorschlägen und Stimmen zu den Ortsbeiratswahlen in Wiesbaden Medenbach - 2026;Bestandteil der Wahlanalyse zur Kommunalwahl 2026 der Landeshauptstadt Wiesbaden;CSV, HTML;2026-04-20;https://opendata.cloud.wiesbaden.de/app/data-catalog/0fa34c7f-16bc-4eb3-82c3-3931e795f1d0;0fa34c7f-16bc-4eb3-82c3-3931e795f1d0;12_statistik_stadtforschung_lhw
Amt für Statistik und Stadtforschung, Landeshauptstadt Wiesbaden;SOCI;Bevölkerung und Gesellschaft;Gewählte Kandidierende nach Wahlvorschlägen und Stimmen zu den Ortsbeiratswahlen in Wiesbaden Mitte - 2026;Bestandteil der Wahlanalyse zur Kommunalwahl 2026 der Landeshauptstadt Wiesbaden;CSV, HTML;2026-04-20;https://opendata.cloud.wiesbaden.de/app/data-catalog/fc82c78e-abaf-4499-803a-ec409ffddcbc;fc82c78e-abaf-4499-803a-ec409ffddcbc;12_statistik_stadtforschung_lhw
Amt für Statistik und Stadtforschung, Landeshauptstadt Wiesbaden;SOCI;Bevölkerung und Gesellschaft;Gewählte Kandidierende nach Wahlvorschlägen und Stimmen zu den Ortsbeiratswahlen in Wiesbaden Naurod - 2026;Bestandteil der Wahlanalyse zur Kommunalwahl 2026 der Landeshauptstadt Wiesbaden;CSV, HTML;2026-04-20;https://opendata.cloud.wiesbaden.de/app/data-catalog/538023e8-4c83-4c98-81bb-8ef89ab61964;538023e8-4c83-4c98-81bb-8ef89ab61964;12_statistik_stadtforschung_lhw
Amt für Statistik und Stadtforschung, Landeshauptstadt Wiesbaden;SOCI;Bevölkerung und Gesellschaft;Gewählte Kandidierende nach Wahlvorschlägen und Stimmen zu den Ortsbeiratswahlen in Wiesbaden Nordenstadt - 2026;Bestandteil der Wahlanalyse zur Kommunalwahl 2026 der Landeshauptstadt Wiesbaden;CSV, HTML;2026-04-20;https://opendata.cloud.wiesbaden.de/app/data-catalog/54307b72-d1f1-4a55-a0db-8c015205f5c4;54307b72-d1f1-4a55-a0db-8c015205f5c4;12_statistik_stadtforschung_lhw
Amt für Statistik und Stadtforschung, Landeshauptstadt Wiesbaden;SOCI;Bevölkerung und Gesellschaft;Gewählte Kandidierende nach Wahlvorschlägen und Stimmen zu den Ortsbeiratswahlen in Wiesbaden Nordost - 2026;Bestandteil der Wahlanalyse zur Kommunalwahl 2026 der Landeshauptstadt Wiesbaden;CSV, HTML;2026-04-20;https://opendata.cloud.wiesbaden.de/app/data-catalog/3e64724e-7266-42f3-aacd-9408839bd167;3e64724e-7266-42f3-aacd-9408839bd167;12_statistik_stadtforschung_lhw
Amt für Statistik und Stadtforschung, Landeshauptstadt Wiesbaden;SOCI;Bevölkerung und Gesellschaft;Gewählte Kandidierende nach Wahlvorschlägen und Stimmen zu den Ortsbeiratswahlen in Wiesbaden Rambach - 2026;Bestandteil der Wahlanalyse zur Kommunalwahl 2026 der Landeshauptstadt Wiesbaden;CSV, HTML;2026-04-20;https://opendata.cloud.wiesbaden.de/app/data-catalog/ed9f5d34-7320-40b5-b49d-e235a5a2f890;ed9f5d34-7320-40b5-b49d-e235a5a2f890;12_statistik_stadtforschung_lhw
Amt für Statistik und Stadtforschung, Landeshauptstadt Wiesbaden;SOCI;Bevölkerung und Gesellschaft;Gewählte Kandidierende nach Wahlvorschlägen und Stimmen zu den Ortsbeiratswahlen in Wiesbaden Rheingauviertel, Hollerborn - 2026;Bestandteil der Wahlanalyse zur Kommunalwahl 2026 der Landeshauptstadt Wiesbaden;CSV, HTML;2026-04-20;https://opendata.cloud.wiesbaden.de/app/data-catalog/dea59375-cf8e-423b-a4f2-60762f37b826;dea59375-cf8e-423b-a4f2-60762f37b826;12_statistik_stadtforschung_lhw
Amt für Statistik und Stadtforschung, Landeshauptstadt Wiesbaden;SOCI;Bevölkerung und Gesellschaft;Gewählte Kandidierende nach Wahlvorschlägen und Stimmen zu den Ortsbeiratswahlen in Wiesbaden Schierstein - 2026;Bestandteil der Wahlanalyse zur Kommunalwahl 2026 der Landeshauptstadt Wiesbaden;CSV, HTML;2026-04-20;https://opendata.cloud.wiesbaden.de/app/data-catalog/dff74528-0494-4874-828b-cbf4c7b326e9;dff74528-0494-4874-828b-cbf4c7b326e9;12_statistik_stadtforschung_lhw
Amt für Statistik und Stadtforschung, Landeshauptstadt Wiesbaden;SOCI;Bevölkerung und Gesellschaft;Gewählte Kandidierende nach Wahlvorschlägen und Stimmen zu den Ortsbeiratswahlen in Wiesbaden Sonnenberg - 2026;Bestandteil der Wahlanalyse zur Kommunalwahl 2026 der Landeshauptstadt Wiesbaden;CSV, HTML;2026-04-20;https://opendata.cloud.wiesbaden.de/app/data-catalog/8ce0dacf-4f0f-4c6f-824c-a39e5c81bba3;8ce0dacf-4f0f-4c6f-824c-a39e5c81bba3;12_statistik_stadtforschung_lhw
Amt für Statistik und Stadtforschung, Landeshauptstadt Wiesbaden;SOCI;Bevölkerung und Gesellschaft;Gewählte Kandidierende nach Wahlvorschlägen und Stimmen zu den Ortsbeiratswahlen in Wiesbaden Südost - 2026;Bestandteil der Wahlanalyse zur Kommunalwahl 2026 der Landeshauptstadt Wiesbaden;CSV, HTML;2026-04-20;https://opendata.cloud.wiesbaden.de/app/data-catalog/812845f4-2fc8-425f-859e-667eac61aed6;812845f4-2fc8-425f-859e-667eac61aed6;12_statistik_stadtforschung_lhw
Amt für Statistik und Stadtforschung, Landeshauptstadt Wiesbaden;SOCI;Bevölkerung und Gesellschaft;Gewählte Kandidierende nach Wahlvorschlägen und Stimmen zu den Ortsbeiratswahlen in Wiesbaden Westend, Bleichstraße - 2026;Bestandteil der Wahlanalyse zur Kommunalwahl 2026 der Landeshauptstadt Wiesbaden;CSV, HTML;2026-04-20;https://opendata.cloud.wiesbaden.de/app/data-catalog/1b9ded39-16ed-4544-91e2-f4b132ca8450;1b9ded39-16ed-4544-91e2-f4b132ca8450;12_statistik_stadtforschung_lhw
Amt für Statistik und Stadtforschung, Landeshauptstadt Wiesbaden;SOCI;Bevölkerung und Gesellschaft;Gültige Briefwahlstimmzettel zur Stadtverordnetenwahl - 2021 und 2026;Bestandteil der Wahlanalyse zur Kommunalwahl 2026 der Landeshauptstadt Wiesbaden;CSV, HTML;2026-04-20;https://opendata.cloud.wiesbaden.de/app/data-catalog/6da65147-e925-4509-bd3a-4dc03e9009fa;6da65147-e925-4509-bd3a-4dc03e9009fa;12_statistik_stadtforschung_lhw
Amt für Statistik und Stadtforschung, Landeshauptstadt Wiesbaden;SOCI;Bevölkerung und Gesellschaft;Gültige Stimmzettel zur Stadtverordnetenwahl - 2021 und 2026;Bestandteil der Wahlanalyse zur Kommunalwahl 2026 der Landeshauptstadt Wiesbaden;CSV, HTML;2026-04-20;https://opendata.cloud.wiesbaden.de/app/data-catalog/e54cd96d-8292-448d-b750-60461bb76b3c;e54cd96d-8292-448d-b750-60461bb76b3c;12_statistik_stadtforschung_lhw
Amt für Statistik und Stadtforschung, Landeshauptstadt Wiesbaden;SOCI;Bevölkerung und Gesellschaft;Gültige Urnenwahlstimmzettel zur Stadtverordnetenwahl - 2021 und 2026;Bestandteil der Wahlanalyse zur Kommunalwahl 2026 der Landeshauptstadt Wiesbaden;CSV, HTML;2026-04-20;https://opendata.cloud.wiesbaden.de/app/data-catalog/94fa6749-89e9-4f39-8d04-8146d2c593e7;94fa6749-89e9-4f39-8d04-8146d2c593e7;12_statistik_stadtforschung_lhw
Amt für Statistik und Stadtforschung, Landeshauptstadt Wiesbaden;SOCI;Bevölkerung und Gesellschaft;Kurzinfo Bevölkerungsbestand nach Ortsbezirken in Wiesbaden - April 2026;Aktuelle Statistikdaten zum Thema Bevölkerungsbestand;CSV, JSON, XLSX;2026-05-19;https://opendata.cloud.wiesbaden.de/app/data-catalog/4ca761e9-da13-4285-9581-e5b1c94cafd0;4ca761e9-da13-4285-9581-e5b1c94cafd0;12_statistik_stadtforschung_lhw
Amt für Statistik und Stadtforschung, Landeshauptstadt Wiesbaden;SOCI;Bevölkerung und Gesellschaft;Kurzinfo Bevölkerungsbestand nach Ortsbezirken in Wiesbaden - Februar 2026;Aktuelle Statistikdaten zum Thema Bevölkerungsbestand;CSV, JSON, XLSX;2026-05-19;https://opendata.cloud.wiesbaden.de/app/data-catalog/1412436b-f2cb-4037-9f14-1da07ddf7aaf;1412436b-f2cb-4037-9f14-1da07ddf7aaf;12_statistik_stadtforschung_lhw
Amt für Statistik und Stadtforschung, Landeshauptstadt Wiesbaden;SOCI;Bevölkerung und Gesellschaft;Kurzinfo Bevölkerungsbestand nach Ortsbezirken in Wiesbaden - Mai 2026;Aktuelle Statistikdaten zum Thema Bevölkerungsbestand;CSV, JSON, XLSX;2026-06-01;https://opendata.cloud.wiesbaden.de/app/data-catalog/465cb7a9-9e89-4c03-bf33-c494576a5ee0;465cb7a9-9e89-4c03-bf33-c494576a5ee0;12_statistik_stadtforschung_lhw
Amt für Statistik und Stadtforschung, Landeshauptstadt Wiesbaden;SOCI;Bevölkerung und Gesellschaft;Kurzinfo Bevölkerungsbestand nach Ortsbezirken in Wiesbaden - März 2026;Aktuelle Statistikdaten zum Thema Bevölkerungsbestand;CSV, JSON, XLSX;2026-05-19;https://opendata.cloud.wiesbaden.de/app/data-catalog/aae2c082-1062-44f0-802b-da4a94bf8ad3;aae2c082-1062-44f0-802b-da4a94bf8ad3;12_statistik_stadtforschung_lhw
Amt für Statistik und Stadtforschung, Landeshauptstadt Wiesbaden;SOCI;Bevölkerung und Gesellschaft;Kurzinfo Bevölkerungsbestand nach Wahlbezirken in Wiesbaden - April 2026;Aktuelle Statistikdaten zum Thema Bevölkerungsbestand;CSV, JSON, XLSX;2026-05-19;https://opendata.cloud.wiesbaden.de/app/data-catalog/8a926825-5147-4ee6-9d40-c6163057073c;8a926825-5147-4ee6-9d40-c6163057073c;12_statistik_stadtforschung_lhw
Amt für Statistik und Stadtforschung, Landeshauptstadt Wiesbaden;SOCI;Bevölkerung und Gesellschaft;Kurzinfo Bevölkerungsbestand nach Wahlbezirken in Wiesbaden - Februar 2026;Aktuelle Statistikdaten zum Thema Bevölkerungsbestand;CSV, JSON, XLSX;2026-05-19;https://opendata.cloud.wiesbaden.de/app/data-catalog/e7d7e158-3b02-4bfe-823e-08fafd379231;e7d7e158-3b02-4bfe-823e-08fafd379231;12_statistik_stadtforschung_lhw
Amt für Statistik und Stadtforschung, Landeshauptstadt Wiesbaden;SOCI;Bevölkerung und Gesellschaft;Kurzinfo Bevölkerungsbestand nach Wahlbezirken in Wiesbaden - Mai 2026;Aktuelle Statistikdaten zum Thema Bevölkerungsbestand;CSV, JSON, XLSX;2026-06-01;https://opendata.cloud.wiesbaden.de/app/data-catalog/7369a2a9-7767-4651-8a46-16059f92aee9;7369a2a9-7767-4651-8a46-16059f92aee9;12_statistik_stadtforschung_lhw
Amt für Statistik und Stadtforschung, Landeshauptstadt Wiesbaden;SOCI;Bevölkerung und Gesellschaft;Kurzinfo Bevölkerungsbestand nach Wahlbezirken in Wiesbaden - März 2026;Aktuelle Statistikdaten zum Thema Bevölkerungsbestand;CSV, JSON, XLSX;2026-05-19;https://opendata.cloud.wiesbaden.de/app/data-catalog/3b53cb56-3216-4211-bd82-d433396a0b26;3b53cb56-3216-4211-bd82-d433396a0b26;12_statistik_stadtforschung_lhw
Amt für Statistik und Stadtforschung, Landeshauptstadt Wiesbaden;SOCI;Bevölkerung und Gesellschaft;Kurzinfo Durchschnittsalter nach Ortsbezirken in Wiesbaden - April 2026;Aktuelle Statistikdaten zum Thema Durchschnittsalter;CSV, JSON, XLSX;2026-05-19;https://opendata.cloud.wiesbaden.de/app/data-catalog/721a6235-4775-4b9e-8e58-c029f1312984;721a6235-4775-4b9e-8e58-c029f1312984;12_statistik_stadtforschung_lhw
Amt für Statistik und Stadtforschung, Landeshauptstadt Wiesbaden;SOCI;Bevölkerung und Gesellschaft;Kurzinfo Durchschnittsalter nach Ortsbezirken in Wiesbaden - Dezember 2025;Aktuelle Statistikdaten zum Thema Durchschnittsalter;CSV, JSON, XLSX;2026-05-21;https://opendata.cloud.wiesbaden.de/app/data-catalog/4a082d28-3c70-427e-bf15-c8212ab924d6;4a082d28-3c70-427e-bf15-c8212ab924d6;12_statistik_stadtforschung_lhw
Amt für Statistik und Stadtforschung, Landeshauptstadt Wiesbaden;SOCI;Bevölkerung und Gesellschaft;Kurzinfo Durchschnittsalter nach Ortsbezirken in Wiesbaden - Februar 2026;Aktuelle Statistikdaten zum Thema Durchschnittsalter;CSV, JSON, XLSX;2026-05-19;https://opendata.cloud.wiesbaden.de/app/data-catalog/6f4f8028-4992-4dab-8f08-f9d1b104bac8;6f4f8028-4992-4dab-8f08-f9d1b104bac8;12_statistik_stadtforschung_lhw
Amt für Statistik und Stadtforschung, Landeshauptstadt Wiesbaden;SOCI;Bevölkerung und Gesellschaft;Kurzinfo Durchschnittsalter nach Ortsbezirken in Wiesbaden - Mai 2026;Aktuelle Statistikdaten zum Thema Durchschnittsalter;CSV, JSON, XLSX;2026-06-01;https://opendata.cloud.wiesbaden.de/app/data-catalog/f3607bc5-1af4-402b-a139-79f65937ea47;f3607bc5-1af4-402b-a139-79f65937ea47;12_statistik_stadtforschung_lhw
Amt für Statistik und Stadtforschung, Landeshauptstadt Wiesbaden;SOCI;Bevölkerung und Gesellschaft;Kurzinfo Durchschnittsalter nach Ortsbezirken in Wiesbaden - März 2026;Aktuelle Statistikdaten zum Thema Durchschnittsalter;CSV, JSON, XLSX;2026-05-19;https://opendata.cloud.wiesbaden.de/app/data-catalog/7136f4d9-1d98-42d7-9f4c-ac16a34fff97;7136f4d9-1d98-42d7-9f4c-ac16a34fff97;12_statistik_stadtforschung_lhw
Amt für Statistik und Stadtforschung, Landeshauptstadt Wiesbaden;SOCI;Bevölkerung und Gesellschaft;Kurzinfo Durchschnittsalter nach Wahlbezirken in Wiesbaden - April 2026;Aktuelle Statistikdaten zum Thema Durchschnittsalter;CSV, JSON, XLSX;2026-05-19;https://opendata.cloud.wiesbaden.de/app/data-catalog/94e71f6f-5dcb-43e8-80a6-f84349eb619a;94e71f6f-5dcb-43e8-80a6-f84349eb619a;12_statistik_stadtforschung_lhw
Amt für Statistik und Stadtforschung, Landeshauptstadt Wiesbaden;SOCI;Bevölkerung und Gesellschaft;Kurzinfo Durchschnittsalter nach Wahlbezirken in Wiesbaden - Dezember 2025;Aktuelle Statistikdaten zum Thema Durchschnittsalter;CSV, JSON, XLSX;2026-05-21;https://opendata.cloud.wiesbaden.de/app/data-catalog/f3b85dbd-46b3-4daa-9160-a14cedb01527;f3b85dbd-46b3-4daa-9160-a14cedb01527;12_statistik_stadtforschung_lhw
